step,fish,sharks
6329,17442,8391
6330,17582,8361
6331,18217,8269
6332,17972,8302
6333,18018,8225
6334,18246,8266
6335,18339,8219
6336,18627,8275
6337,18558,8251
6338,18496,8271
6339,19040,8276
6340,19084,8310
6341,19801,8331
6342,19634,8304
6343,19690,8343
6344,19708,8366
6345,19804,8362
6346,20056,8336
6347,19967,8304
6348,19856,8373
6349,20237,8384
6350,20313,8460
6351,20956,8427
6352,20797,8474
6353,20645,8554
6354,20569,8575
6355,20759,8618
6356,21042,8670
6357,20908,8678
6358,20700,8732
6359,21157,8692
6360,20950,8842
6361,21461,8834
6362,21284,8820
6363,21163,8905
6364,20863,8957
6365,21008,9074
6366,21207,9032
6367,20909,9182
6368,20525,9235
6369,21026,9205
6370,20792,9197
6371,21154,9273
6372,20884,9351
6373,20591,9378
6374,20331,9420
6375,20490,9521
6376,20643,9520
6377,20463,9519
6378,20150,9535
6379,20415,9537
6380,20230,9575
6381,20693,9607
6382,20386,9670
6383,20205,9705
6384,19899,9653
6385,19984,9715
6386,20150,9763
6387,20046,9813
6388,19454,9830
6389,19755,9812
6390,19449,9850
6391,19645,9849
6392,19423,9860
6393,19216,9857
6394,18866,9934
6395,19019,9933
6396,19090,10005
6397,18949,10025
6398,18571,10009
6399,18603,10182
6400,18319,10120
6401,18394,10129
6402,18005,10239
6403,17836,10260
6404,17403,10290
6405,17460,10201
6406,17659,10176
6407,17569,10191
6408,17072,10207
6409,17149,10251
6410,16889,10299
6411,16944,10236
6412,16580,10267
6413,16329,10244
6414,16258,10162
6415,16308,10176
6416,16561,10234
6417,16448,10200
6418,16191,10139
6419,16454,10085
6420,16191,10101
6421,16311,10112
6422,16066,10101
6423,15813,10033
6424,15624,9997
6425,15838,9960
6426,16127,10014
6427,16192,9892
6428,15924,9839
6429,16364,9681
6430,16234,9748
6431,16481,9771
6432,16210,9717
6433,15868,9638
6434,15786,9526
6435,15960,9519
6436,16453,9431
6437,16400,9432
6438,16404,9343
6439,16662,9318
6440,16758,9326
6441,17032,9299
6442,16760,9203
6443,16591,9235
6444,16237,9253
6445,16712,9127
6446,17094,9167
6447,17081,9216
6448,16981,9102
6449,17239,9116
6450,17202,8985
6451,17415,8961
6452,17130,8912
6453,16919,8952
6454,16779,8914
6455,17060,8904
6456,17460,8852
6457,17576,8863
6458,17450,8752
6459,17855,8740
6460,17811,8646
6461,18049,8663
6462,17749,8634
6463,17488,8613
6464,17194,8627
6465,17569,8615
6466,18143,8555
6467,17960,8648
6468,17896,8612
6469,18211,8513
6470,18144,8522
6471,18153,8588
6472,17884,8547
6473,17623,8528
6474,17445,8481
6475,17788,8497
6476,18047,8517
6477,18137,8565
6478,17982,8652
6479,18314,8621
6480,18148,8602
6481,18239,8645
6482,17811,8724
6483,17678,8643
6484,17407,8621
6485,17892,8704
6486,18201,8704
6487,18243,8732
6488,18394,8673
6489,18740,8664
6490,18552,8734
6491,18558,8629
6492,18326,8752
6493,18126,8689
6494,18027,8574
6495,18469,8642
6496,18907,8649
6497,19097,8650
6498,19326,8651
6499,19651,8686
6500,19529,8728
6501,19539,8704
6502,19228,8755
6503,19117,8743
6504,19111,8683
6505,19512,8651
6506,19972,8699
6507,20205,8680
6508,20634,8667
6509,21013,8673
6510,20805,8636
6511,20880,8633
6512,20361,8623
6513,20468,8749
6514,20524,8649
6515,20872,8682
6516,21155,8687
6517,21552,8734
6518,21786,8797
6519,21975,8822
6520,21836,8758
6521,21899,8873
6522,21495,8894
6523,21530,8978
6524,21389,9004
6525,21654,9006
6526,21744,9130
6527,22227,9060
6528,22495,9098
6529,22681,9173
6530,22393,9100
6531,22525,9268
6532,22287,9215
6533,22383,9187
6534,22382,9156
6535,22466,9335
6536,22630,9283
6537,22954,9306
6538,23010,9276
6539,23153,9396
6540,22918,9375
6541,23161,9407
6542,22800,9417
6543,22601,9528
6544,22423,9591
6545,22553,9603
6546,22665,9625
6547,22642,9753
6548,22741,9879
6549,22990,9885
6550,22489,9958
6551,22949,9930
6552,22649,9991
6553,22618,9909
6554,22394,10066
6555,22425,10162
6556,22499,10162
6557,22662,10105
6558,22325,10215
6559,22656,10157
6560,22298,10268
6561,22559,10262
6562,22348,10327
6563,22086,10356
6564,21895,10324
6565,22144,10313
6566,22094,10430
6567,22068,10468
6568,21876,10428
6569,21955,10518
6570,21416,10549
6571,21674,10618
6572,21269,10691
6573,21073,10643
6574,20696,10766
6575,21034,10731
6576,20971,10756
6577,20797,10773
6578,20381,10841
6579,20405,10869
6580,19724,10902
6581,19857,10902
6582,19408,10921
6583,19153,10848
6584,18808,11020
6585,19026,11034
6586,19139,11088
6587,18822,11119
6588,18333,11080
6589,18287,11093
6590,17777,11048
6591,17677,11073
6592,17219,11090
6593,16872,10994
6594,16512,10987
6595,16447,11083
6596,16482,11011
6597,16148,11050
6598,15629,11022
6599,15597,11111
6600,15268,11003
6601,15197,11027
6602,14786,10950
6603,14414,10901
6604,14187,10833
6605,14203,10784
6606,14445,10674
6607,14184,10641
6608,13979,10547
6609,14072,10522
6610,14057,10446
6611,14122,10405
6612,13989,10320
6613,13456,10195
6614,13521,10128
6615,13707,10134
6616,13920,9965
6617,13953,9893
6618,13938,9791
6619,14299,9711
6620,14336,9696
6621,14554,9573
6622,14498,9502
6623,14078,9431
6624,14051,9374
6625,14285,9215
6626,14667,9230
6627,14822,9075
6628,14746,9084
6629,15198,9027
6630,15450,8871
6631,15665,8863
6632,15540,8781
6633,15111,8710
6634,15268,8629
6635,15323,8544
6636,15640,8508
6637,15731,8474
6638,15690,8482
6639,16106,8420
6640,16379,8380
6641,16593,8377
6642,16373,8365
6643,16210,8327
6644,16014,8250
6645,16301,8214
6646,16450,8126
6647,16461,8134
6648,16331,8138
6649,16643,8193
6650,16822,8063
6651,17041,8074
6652,16924,8046
6653,16424,8084
6654,16215,8029
6655,16452,8162
6656,16587,8086
6657,16527,8134
6658,16472,7994
6659,16871,8067
6660,17032,8010
6661,17141,8036
6662,17048,8090
6663,16764,7946
6664,16458,7992
6665,16779,7860
6666,17003,8037
6667,17041,8021
6668,17183,7931
6669,17669,7940
6670,17778,7946
6671,17930,7927
6672,17735,7901
6673,17504,7945
6674,17499,7979
6675,17705,7957
6676,17914,7918
6677,17855,7925
6678,18392,7850
6679,18803,7887
6680,18889,7944
6681,19082,7851
6682,18882,7805
6683,18587,7940
6684,18478,7816
6685,18690,7908
6686,18894,7982
6687,18962,7986
6688,19297,8019
6689,19683,7961
6690,19682,8138
6691,19742,8103
6692,19672,8127
6693,19152,8096
6694,18875,8199
6695,19117,8173
6696,19241,8326
6697,19285,8313
6698,19413,8403
6699,19870,8306
6700,19721,8379
6701,19778,8486
6702,19512,8538
6703,18965,8642
6704,18690,8658
6705,18785,8746
6706,18869,8690
6707,18998,8684
6708,19219,8614
6709,19449,8757
6710,19550,8758
6711,19454,8827
6712,19265,8797
6713,18869,8871
6714,18552,8864
6715,18805,8865
6716,18869,8879
6717,19125,8894
6718,19217,8898
6719,19498,9003
6720,19533,9021
6721,19672,8950
6722,19625,8922
6723,19122,8948
6724,18687,9066
6725,18908,9044
6726,18975,9147
6727,19224,9034
6728,19408,9011
6729,19618,9125
6730,19747,9168
6731,19871,9138
6732,19772,9166
6733,19472,9113
6734,18993,9103
6735,19214,9190
6736,19497,9133
6737,19695,9124
6738,19872,9177
6739,20279,9196
6740,20115,9220
6741,20478,9092
6742,20196,9176
6743,19812,9264
6744,19254,9347
6745,19478,9217
6746,19880,9299
6747,20101,9232
6748,20107,9270
6749,20388,9298
6750,20251,9317
6751,20521,9347
6752,20255,9371
6753,19760,9448
6754,19262,9459
6755,19408,9452
6756,19629,9442
6757,19945,9429
6758,19993,9436
6759,20431,9511
6760,20357,9480
6761,20644,9651
6762,20250,9613
6763,19776,9569
6764,19198,9602
6765,19116,9618
6766,19271,9660
6767,19598,9646
6768,19567,9631
6769,19856,9707
6770,19772,9780
6771,19919,9695
6772,19554,9707
6773,19085,9744
6774,18547,9766
6775,18340,9692
6776,18359,9736
6777,18462,9758
6778,18262,9811
6779,18495,9803
6780,18286,9823
6781,18543,9833
6782,18078,9929
6783,17760,9964
6784,17010,9881
6785,16628,9929
6786,16669,9940
6787,16839,9892
6788,16729,9900
6789,16986,9863
6790,16820,9851
6791,17175,9817
6792,16875,9828
6793,16608,9765
6794,16318,9706
6795,15971,9703
6796,16154,9688
6797,16252,9657
6798,16206,9643
6799,16556,9513
6800,16658,9476
6801,17262,9415
6802,17224,9423
6803,16899,9467
6804,16676,9289
6805,16576,9286
6806,16715,9234
6807,16772,9257
6808,16766,9175
6809,17032,9248
6810,17288,9204
6811,17671,9174
6812,17591,9206
6813,17298,9193
6814,16883,9189
6815,16669,9142
6816,16698,9173
6817,16839,9043
6818,16591,9185
6819,16954,9133
6820,17516,9046
6821,17852,9053
6822,17733,9088
6823,17397,9089
6824,16911,9044
6825,16759,8940
6826,16741,9027
6827,16703,8962
6828,16602,8978
6829,17049,8954
6830,17591,8898
6831,17909,8924
6832,17834,8858
6833,17652,8837
6834,17095,8820
6835,17023,8888
6836,17064,8835
6837,17087,8875
6838,16952,8770
6839,17576,8795
6840,18279,8759
6841,18507,8798
6842,18437,8757
6843,18190,8768
6844,17825,8737
6845,17650,8808
6846,17806,8735
6847,17681,8685
6848,17574,8696
6849,18267,8687
6850,18901,8715
6851,19316,8802
6852,19250,8711
6853,18962,8731
6854,18569,8728
6855,18382,8827
6856,18232,8844
6857,18041,8809
6858,18040,8810
6859,18730,8824
6860,19276,8821
6861,19452,8814
6862,19300,8770
6863,19120,8872
6864,18672,8795
6865,18649,8795
6866,18359,8728
6867,18367,8746
6868,18346,8772
6869,18824,8801
6870,19270,8841
6871,19546,8829
6872,19368,8857
6873,19136,8812
6874,18698,8882
6875,18709,8942
6876,18584,8921
6877,18265,8949
6878,18059,8860
6879,18876,8840
6880,19252,8880
6881,19325,8903
6882,19132,9019
6883,18786,8992
6884,18522,9034
6885,18739,9015
6886,18488,8973
6887,18399,8954
6888,18237,9078
6889,18561,8965
6890,18908,9034
6891,19064,8981
6892,18920,8967
6893,18606,9038
6894,18360,9024
6895,18576,9044
6896,18294,9082
6897,18176,9045
6898,18067,9021
6899,18384,9024
6900,18682,9098
6901,18758,9121
6902,18485,9134
6903,18239,9185
6904,17861,9188
6905,17883,9207
6906,17549,9239
6907,17564,9264
6908,17371,9241
6909,17577,9226
6910,17810,9153
6911,18002,9195
6912,17648,9273
6913,17398,9308
6914,17146,9220
6915,17150,9215
6916,16803,9221
6917,16909,9259
6918,17030,9210
6919,17343,9165
6920,17597,9260
6921,17741,9209
6922,17543,9199
6923,17251,9176
6924,17072,9179
6925,17073,9174
6926,16819,9178
6927,16995,9151
6928,16935,9076
6929,17190,9116
6930,17445,9112
6931,17425,9024
6932,17181,9117
6933,16983,9010
6934,16625,9049
6935,16628,9116
6936,16531,9096
6937,16561,9105
6938,16581,9117
6939,16772,9162
6940,16996,9188
6941,17143,9093
6942,16834,9070
6943,16709,9071
6944,16375,9055
6945,16618,8977
6946,16440,9011
6947,16666,9016
6948,16659,9050
6949,16812,8994
6950,17168,9086
6951,17271,8992
6952,17370,8975
6953,17066,8914
6954,16784,8968
6955,16807,8909
6956,16725,8990
6957,16845,8981
6958,16907,8980
6959,16957,8854
6960,17303,8869
6961,17532,8845
6962,17693,8927
6963,17457,8919
6964,17065,8894
6965,16907,8961
6966,16977,8874
6967,17019,8963
6968,17132,8870
6969,17238,8815
6970,17595,8861
6971,17874,8816
6972,18120,8906
6973,17966,8918
6974,17523,8881
6975,17330,8877
6976,17152,8921
6977,17328,8854
6978,17287,8858
6979,17272,8891
6980,17663,8807
6981,18012,8757
6982,18233,8757
6983,17941,8836
6984,17441,8768
6985,17305,8775
6986,17138,8801
6987,17092,8822
6988,17009,8806
6989,17078,8894
6990,17385,8882
6991,17844,8832
6992,17918,8812
6993,17689,8924
6994,17213,8850
6995,17006,8913
6996,17056,8810
6997,17095,8895
6998,17017,8897
6999,17106,8779
7000,17513,8849
7001,17942,8831
7002,18078,8820
7003,17919,8776
7004,17360,8799
7005,17376,8594
7006,17220,8710
7007,17285,8765
7008,17237,8705
7009,17482,8764
7010,17828,8812
7011,18290,8673
7012,18645,8711
7013,18541,8667
7014,18116,8701
7015,17883,8703
7016,17961,8709
7017,17995,8638
7018,17944,8688
7019,18270,8696
7020,18648,8790
7021,19074,8726
7022,19431,8740
7023,19278,8780
7024,18583,8853
7025,18522,8815
7026,18437,8865
7027,18360,8903
7028,18441,8905
7029,18765,8936
7030,19017,8959
7031,19376,8866
7032,19589,8888
7033,19409,8930
7034,19052,8939
7035,18836,8919
7036,18614,9035
7037,18542,9018
7038,18628,9051
7039,18840,9067
7040,19218,9060
7041,19549,9037
7042,19759,9103
7043,19662,9046
7044,19096,9083
7045,18957,9125
7046,18722,9191
7047,18399,9171
7048,18410,9198
7049,18600,9250
7050,18806,9168
7051,19285,9220
7052,19356,9287
7053,19206,9261
7054,18821,9355
7055,18491,9347
7056,18157,9379
7057,17888,9338
7058,17877,9327
7059,18154,9409
7060,18432,9392
7061,18671,9442
7062,18928,9451
7063,18871,9460
7064,18361,9379
7065,18248,9415
7066,17823,9528
7067,17716,9465
7068,17711,9496
7069,18005,9468
7070,18391,9467
7071,18681,9496
7072,18760,9507
7073,18668,9540
7074,18414,9509
7075,18189,9450
7076,17861,9522
7077,17636,9477
7078,17848,9466
7079,18240,9391
7080,18420,9399
7081,18610,9389
7082,18836,9378
7083,18846,9297
7084,18603,9367
7085,18583,9269
7086,18092,9405
7087,17935,9367
7088,18238,9367
7089,18512,9366
7090,18722,9291
7091,18867,9303
7092,19198,9317
7093,19001,9283
7094,18828,9335
7095,18786,9297
7096,18470,9287
7097,18319,9276
7098,18620,9271
7099,18698,9328
7100,18824,9369
7101,18981,9262
7102,19192,9249
7103,18926,9372
7104,18680,9376
7105,18373,9439
7106,17958,9415
7107,17855,9358
7108,18055,9348
7109,18059,9390
7110,18092,9474
7111,18082,9440
7112,18464,9423
7113,18232,9359
7114,17932,9368
7115,17732,9434
7116,17402,9389
7117,17274,9355
7118,17487,9494
7119,17440,9466
7120,17461,9397
7121,17507,9392
7122,17766,9374
7123,17464,9432
7124,17246,9486
7125,17151,9516
7126,16967,9444
7127,16897,9410
7128,17092,9423
7129,17318,9288
7130,17238,9262
7131,17320,9115
7132,17648,9254
7133,17464,9255
7134,17294,9236
7135,17127,9167
7136,17147,9126
7137,16981,9149
7138,17432,9136
7139,17587,9137
7140,17467,9119
7141,17590,9097
7142,17692,9197
7143,17624,9110
7144,17312,9113
7145,17178,9067
7146,17117,8938
7147,17257,8926
7148,17702,8940
7149,17858,8994
7150,17619,8931
7151,17659,9032
7152,17555,8934
7153,17446,9002
7154,17201,9014
7155,16865,8961
7156,16924,8995
7157,16937,8937
7158,17437,8956
7159,17433,9012
7160,17141,8964
7161,17145,8931
7162,17110,8874
7163,16889,8905
7164,16599,8910
7165,16306,8861
7166,16522,8924
7167,16733,8836
7168,16918,8892
7169,17004,8848
7170,16959,8801
7171,16957,8820
7172,17040,8874
7173,16725,8798
7174,16443,8913
7175,16406,8859
7176,16669,8778
7177,16893,8802
7178,17181,8883
7179,17313,8817
7180,17220,8854
7181,17098,8762
7182,17174,8747
7183,16995,8771
7184,16602,8777
7185,16596,8787
7186,16939,8717
7187,17082,8707
7188,17441,8732
7189,17413,8657
7190,17353,8674
7191,17359,8679
7192,17361,8650
7193,17438,8530
7194,17128,8582
7195,17057,8492
7196,17334,8508
7197,17490,8461
7198,17874,8455
7199,17906,8469
7200,17927,8462
7201,17848,8503
7202,18001,8550
7203,18140,8492
7204,17723,8491
7205,17712,8507
7206,17818,8495
7207,17868,8553
7208,18084,8543
7209,18166,8502
7210,18194,8529
7211,18227,8573
7212,18336,8551
7213,18466,8580
7214,18188,8584
7215,17984,8557
7216,18089,8544
7217,17873,8588
7218,17808,8706
7219,17864,8662
7220,18073,8643
7221,18225,8681
7222,18507,8768
7223,18656,8786
7224,18371,8785
7225,18211,8785
7226,18017,8780
7227,17865,8826
7228,18013,8738
7229,18064,8851
7230,18378,8761
7231,18670,8749
7232,18814,8768
7233,18904,8859
7234,18718,8836
7235,18470,8821
7236,18255,8848
7237,18066,8897
7238,18135,8819
7239,18380,8805
7240,18777,8833
7241,19062,8714
7242,19285,8869
7243,19578,8843
7244,19257,8804
7245,19087,8789
7246,18801,8797
7247,18482,8848
7248,18554,8916
7249,18844,8970
7250,19152,8892
7251,19498,8960
7252,19648,8940
7253,19753,8930
7254,19570,8975
7255,19343,8970
7256,19012,9018
7257,18853,8919
7258,18819,8934
7259,19281,8985
7260,19752,9023
7261,20081,9047
7262,20057,9027
7263,20167,9070
7264,19882,9086
7265,19625,9161
7266,19309,9248
7267,19046,9163
7268,18985,9294
7269,19552,9159
7270,19815,9210
7271,20022,9274
7272,19731,9356
7273,20069,9375
7274,19636,9397
7275,19382,9508
7276,18994,9458
7277,18876,9494
7278,18901,9422
7279,19315,9489
7280,19727,9432
7281,19959,9441
7282,19938,9467
7283,20134,9471
7284,19868,9458
7285,19891,9455
7286,19649,9388
7287,19383,9420
7288,19250,9458
7289,19902,9428
7290,20286,9404
7291,20399,9393
7292,20395,9444
7293,20503,9431
7294,20352,9542
7295,20292,9471
7296,19905,9547
7297,19387,9534
7298,19320,9592
7299,19885,9583
7300,19999,9628
7301,20251,9705
7302,20087,9652
7303,20019,9739
7304,19765,9685
7305,19777,9674
7306,19341,9708
7307,19041,9765
7308,18910,9770
7309,19405,9747
7310,19219,9786
7311,19407,9848
7312,19363,9903
7313,19060,9973
7314,18865,9901
7315,18676,9940
7316,18285,9957
7317,17933,9978
7318,17665,9898
7319,17950,9996
7320,17742,9983
7321,17723,10059
7322,17803,10077
7323,17551,10122
7324,17519,9952
7325,17235,9981
7326,17049,10046
7327,16747,9983
7328,16464,9990
7329,16694,10026
7330,16615,9882
7331,16664,9999
7332,16741,9915
7333,16720,10043
7334,16672,9902
7335,16687,9814
7336,16431,9865
7337,16269,9775
7338,16187,9616
7339,16513,9681
7340,16291,9559
7341,16447,9605
7342,16394,9589
7343,16409,9551
7344,16239,9568
7345,16318,9609
7346,16248,9533
7347,16166,9602
7348,15927,9533
7349,16111,9492
7350,15916,9413
7351,15979,9481
7352,15984,9378
7353,15734,9403
7354,15722,9348
7355,15701,9348
7356,15720,9344
7357,15667,9257
7358,15407,9294
7359,15466,9204
7360,15094,9290
7361,15114,9141
7362,15060,9181
7363,14764,9144
7364,14637,9189
7365,14490,9130
7366,14619,9121
7367,14725,9093
7368,14502,9095
7369,14645,9064
7370,14297,8999
7371,14181,9010
7372,14195,8975
7373,14012,8956
7374,13696,9003
7375,13773,8931
7376,14020,8856
7377,14167,8759
7378,14115,8811
7379,14154,8803
7380,13891,8776
7381,13911,8682
7382,13846,8707
7383,13733,8666
7384,13444,8581
7385,13495,8523
7386,13769,8495
7387,14125,8443
7388,14000,8357
7389,14077,8304
7390,13983,8234
7391,14122,8255
7392,14176,8165
7393,14292,8095
7394,14113,8074
7395,14058,8038
7396,14624,7901
7397,14941,7896
7398,15136,7777
7399,15250,7778
7400,15176,7721
7401,15404,7636
7402,15581,7638
7403,15750,7610
7404,15794,7592
7405,15993,7519
7406,16423,7580
7407,17063,7458
7408,17320,7433
7409,17421,7343
7410,17519,7343
7411,17927,7335
7412,18126,7192
7413,18377,7279
7414,18578,7199
7415,18606,7246
7416,19043,7161
7417,19660,7157
7418,19700,7249
7419,19834,7225
7420,20165,7204
7421,20325,7201
7422,20608,7235
7423,20884,7238
7424,21229,7260
7425,21356,7270
7426,21548,7335
7427,22015,7354
7428,22000,7416
7429,22205,7435
7430,22136,7553
7431,22161,7531
7432,22416,7605
7433,22622,7703
7434,22671,7753
7435,22721,7772
7436,22763,7899
7437,22995,7964
7438,22894,8015
7439,22880,8098
7440,22770,8094
7441,22718,8309
7442,22777,8298
7443,22821,8332
7444,22718,8444
7445,22521,8538
7446,22222,8565
7447,22387,8744
7448,22164,8753
7449,22232,8816
7450,21939,8922
7451,21887,9057
7452,21706,9128
7453,21676,9210
7454,21628,9213
7455,21260,9312
7456,20916,9379
7457,20989,9459
7458,20688,9434
7459,20902,9565
7460,20816,9609
7461,20615,9622
7462,20681,9670
7463,20797,9671
7464,20743,9687
7465,20599,9731
7466,20255,9772
7467,20416,9776
7468,19962,9769
7469,20374,9781
7470,20354,9678
7471,20375,9771
7472,20518,9806
7473,20948,9821
7474,20752,9819
7475,20611,9828
7476,20329,9827
7477,20299,9929
7478,19848,9991
7479,20398,9989
7480,20254,9955
7481,20545,9980
7482,20605,10064
7483,20716,10044
7484,20791,10019
7485,20597,10009
7486,20388,9957
7487,20412,10055
7488,19959,10042
7489,20424,10065
7490,20416,10060
7491,20481,10121
7492,20564,10096
7493,20584,10144
7494,20430,10161
7495,20051,10213
7496,19735,10194
7497,19780,10198
7498,19418,10226
7499,19876,10281
7500,19808,10324
7501,19856,10378
7502,19768,10364
7503,19756,10309
7504,19520,10423
7505,19186,10375
7506,19008,10316
7507,19014,10351
7508,18698,10364
7509,18980,10338
7510,18716,10334
7511,18755,10348
7512,18717,10334
7513,18799,10424
7514,18663,10341
7515,18364,10361
7516,18216,10380
7517,18219,10386
7518,17975,10303
7519,18267,10280
7520,18102,10203
7521,18030,10190
7522,17989,10110
7523,17923,10209
7524,17636,10215
7525,17300,10216
7526,17211,10171
7527,17189,10219
7528,17001,10105
7529,17278,10161
7530,17108,10039
7531,17204,10050
7532,16989,10087
7533,16977,10088
7534,16650,10000
7535,16475,9974
7536,16479,9929
7537,16548,9803
7538,16389,9775
7539,16869,9848
7540,16853,9738
7541,17012,9667
7542,16971,9679
7543,17039,9649
7544,16885,9623
7545,16651,9561
7546,16644,9548
7547,16764,9588
7548,16709,9546
7549,17249,9545
7550,17106,9466
7551,17251,9454
7552,17090,9381
7553,17178,9339
7554,16879,9403
7555,16608,9322
7556,16777,9329
7557,16593,9319
7558,16404,9223
7559,16699,9293
7560,16725,9238
7561,16829,9244
7562,16877,9125
7563,16729,9128
7564,16415,9071
7565,16246,9096
7566,16265,9079
7567,16111,9186
7568,15845,9204
7569,16192,9083
7570,16185,9074
7571,16389,9032
7572,16316,9035
7573,16149,8957
7574,15889,8979
7575,15732,8942
7576,15857,8899
7577,15755,8856
7578,15586,8847
7579,15904,8773
7580,16068,8697
7581,16151,8729
7582,16278,8690
7583,16217,8734
7584,15918,8662
7585,15901,8648
7586,15864,8562
7587,15873,8625
7588,15777,8524
7589,16030,8472
7590,16368,8483
7591,16663,8466
7592,16810,8472
7593,16817,8446
7594,16704,8339
7595,16492,8370
7596,16609,8252
7597,16506,8338
7598,16518,8244
7599,16798,8195
7600,17067,8251
7601,17375,8206
7602,17626,8131
7603,17796,8191
7604,17813,8092
7605,17717,8143
7606,17893,8007
7607,17784,8062
7608,17858,8108
7609,18119,8088
7610,18428,8083
7611,18595,8101
7612,18855,8044
7613,19095,8072
7614,19091,8053
7615,19020,8164
7616,18962,8187
7617,18973,8090
7618,18932,8168
7619,19237,8152
7620,19226,8199
7621,19596,8219
7622,19815,8194
7623,20132,8225
7624,20034,8212
7625,19935,8343
7626,19983,8330
7627,19957,8337
7628,19789,8294
7629,19944,8276
7630,20037,8332
7631,20124,8452
7632,20223,8426
7633,20646,8431
7634,20722,8482
7635,20538,8516
7636,20561,8495
7637,20478,8587
7638,20132,8618
7639,20304,8627
7640,20274,8645
7641,20378,8728
7642,20538,8710
7643,20952,8765
7644,21092,8701
7645,20956,8776
7646,20978,8728
7647,20873,8804
7648,20511,8852
7649,20625,8913
7650,20849,8798
7651,20994,8795
7652,21337,8835
7653,21777,8812
7654,21933,8890
7655,21973,8923
7656,21963,8934
7657,21770,9004
7658,21256,9023
7659,21466,9041
7660,21480,9041
7661,21537,9142
7662,21861,9137
7663,22070,9125
7664,22080,9256
7665,21876,9304
7666,21725,9253
7667,21497,9342
7668,20880,9391
7669,20907,9435
7670,20910,9343
7671,21076,9498
7672,21038,9603
7673,21243,9629
7674,20965,9636
7675,20806,9626
7676,20570,9628
7677,20265,9771
7678,19683,9797
7679,19610,9776
7680,19663,9834
7681,19642,9920
7682,19585,9934
7683,19671,9930
7684,19360,9893
7685,19001,10004
7686,18748,10054
7687,18389,10053
7688,17751,9976
7689,17442,10150
7690,17413,10218
7691,17487,10167
7692,17274,10078
7693,17243,10146
7694,16924,10134
7695,16511,10128
7696,16279,10121
7697,16003,10174
7698,15376,10212
7699,15199,10155
7700,15024,10116
7701,15049,10093
7702,14800,10157
7703,14946,10094
7704,14466,10113
7705,14158,10084
7706,13967,10057
7707,13663,10050
7708,13224,9951
7709,13143,9930
7710,13078,9946
7711,13167,9844
7712,13086,9718
7713,13153,9738
7714,13109,9661
7715,12842,9554
7716,12935,9528
7717,12849,9523
7718,12590,9460
7719,12768,9390
7720,12820,9304
7721,13063,9178
7722,13062,9032
7723,13220,8967
7724,13323,8928
7725,13258,8895
7726,13198,8847
7727,13271,8773
7728,13098,8675
7729,13271,8597
7730,13460,8550
7731,13803,8509
7732,13758,8409
7733,13977,8347
7734,14277,8249
7735,14255,8296
7736,14333,8242
7737,14440,8170
7738,14300,8073
7739,14654,7966
7740,15057,7971
7741,15338,7994
7742,15349,7788
7743,15468,7757
7744,15939,7815
7745,15911,7763
7746,16189,7642
7747,16196,7687
7748,16034,7603
7749,16340,7575
7750,16579,7500
7751,17113,7543
7752,17200,7386
7753,17393,7377
7754,18001,7365
7755,18230,7355
7756,18524,7366
7757,18513,7260
7758,18334,7301
7759,18705,7242
7760,18961,7219
7761,19366,7270
7762,19356,7229
7763,19581,7330
7764,20055,7258
7765,20078,7305
7766,20607,7335
7767,20378,7297
7768,20224,7307
7769,20491,7356
7770,20657,7393
7771,21141,7354
7772,21022,7368
7773,21171,7342
7774,21497,7436
7775,21817,7480
7776,21925,7522
7777,21914,7587
7778,21570,7612
7779,21942,7639
7780,22084,7751
7781,22399,7758
7782,22168,7774
7783,22035,7883
7784,22503,7947
7785,22500,7970
7786,22672,8124
7787,22320,8173
7788,21888,8253
7789,22026,8354
7790,22160,8353
7791,22237,8504
7792,21886,8528
7793,21791,8666
7794,21826,8767
7795,21787,8812
7796,21758,8966
7797,21512,8940
7798,21002,9037
7799,20998,9153
7800,21144,9247
7801,21212,9266
7802,21052,9307
7803,21027,9343
7804,20986,9385
7805,21005,9455
7806,20878,9528
7807,20581,9581
7808,20165,9560
7809,20055,9656
7810,20007,9655
7811,20269,9748
7812,20026,9749
7813,20062,9775
7814,20143,9857
7815,20123,9927
7816,20090,9875
7817,19762,9954
7818,19271,9923
7819,19029,9960
7820,19057,9947
7821,19257,10078
7822,19013,10041
7823,19227,10026
7824,19090,10140
7825,18917,10196
7826,18937,10234
7827,18585,10267
7828,18001,10260
7829,17656,10191
7830,17688,10175
7831,17913,10229
7832,17717,10234
7833,18047,10258
7834,18074,10220
7835,18052,10196
7836,17948,10187
7837,17848,10276
7838,17378,10280
7839,17055,10254
7840,17108,10223
7841,17274,10190
7842,17346,10147
7843,17791,10180
7844,17950,10139
7845,17741,10140
7846,17828,10100
7847,17662,10079
7848,17161,10040
7849,16711,10047
7850,16934,10033
7851,17101,9991
7852,17090,9945
7853,17717,10039
7854,17710,9992
7855,17712,9914
7856,17731,9907
7857,17462,9831
7858,16827,9847
7859,16545,9787
7860,16768,9831
7861,16908,9700
7862,17023,9700
7863,17762,9707
7864,17941,9754
7865,17822,9648
7866,17871,9618
7867,17671,9568
7868,17090,9593
7869,16928,9470
7870,17098,9485
7871,17368,9463
7872,17339,9432
7873,17900,9465
7874,18110,9467
7875,17786,9441
7876,17996,9367
7877,17813,9384
7878,17190,9318
7879,16850,9380
7880,17151,9296
7881,17333,9381
7882,17114,9312
