step,fish,sharks
3221,19771,9909
3222,19437,9886
3223,19628,9861
3224,19313,9820
3225,18859,9934
3226,18744,9953
3227,18954,9949
3228,19072,10033
3229,19078,10001
3230,18660,9987
3231,18341,10106
3232,17933,10090
3233,18050,10112
3234,17598,10097
3235,17056,10190
3236,16929,10147
3237,17287,10132
3238,17353,10073
3239,17284,10114
3240,16843,10183
3241,16390,10221
3242,15933,10151
3243,15825,10217
3244,15527,10200
3245,15110,10115
3246,14888,10141
3247,15291,10227
3248,15454,10104
3249,15364,10131
3250,15085,10146
3251,14792,10103
3252,14459,9943
3253,14368,9958
3254,13976,9898
3255,13728,9879
3256,13659,9849
3257,14290,9786
3258,14488,9766
3259,14529,9720
3260,14530,9609
3261,14361,9571
3262,14014,9515
3263,13982,9465
3264,13678,9398
3265,13343,9307
3266,13289,9156
3267,13943,9240
3268,14268,9120
3269,14382,9190
3270,14314,9165
3271,14025,9075
3272,13768,9010
3273,13545,9063
3274,13238,8877
3275,12989,8851
3276,13025,8715
3277,13802,8788
3278,14171,8738
3279,14240,8714
3280,14379,8660
3281,14198,8565
3282,13922,8590
3283,13741,8469
3284,13540,8391
3285,13265,8443
3286,13401,8336
3287,14276,8304
3288,14701,8266
3289,14929,8200
3290,15107,8184
3291,14981,8087
3292,14749,7976
3293,14620,7945
3294,14401,7860
3295,14193,7907
3296,14376,7734
3297,15463,7726
3298,15771,7700
3299,16236,7648
3300,16502,7649
3301,16490,7686
3302,16273,7565
3303,16376,7594
3304,16038,7593
3305,15967,7596
3306,15993,7491
3307,17113,7464
3308,17666,7405
3309,18134,7398
3310,18353,7352
3311,18232,7432
3312,17986,7397
3313,17973,7425
3314,17608,7403
3315,17263,7474
3316,17492,7286
3317,18516,7415
3318,18928,7368
3319,19370,7383
3320,19483,7440
3321,19310,7470
3322,19118,7433
3323,18874,7495
3324,18366,7543
3325,18137,7605
3326,18033,7620
3327,19002,7639
3328,19476,7720
3329,19830,7693
3330,19740,7790
3331,19411,7820
3332,19036,7820
3333,18832,7978
3334,18201,8005
3335,17816,8069
3336,17822,8106
3337,18801,8138
3338,19362,8235
3339,19657,8239
3340,19712,8254
3341,19534,8295
3342,19241,8271
3343,19014,8358
3344,18575,8394
3345,18266,8458
3346,18247,8404
3347,19343,8390
3348,20042,8493
3349,20297,8469
3350,20205,8560
3351,20140,8511
3352,19758,8736
3353,19609,8712
3354,19176,8741
3355,18899,8734
3356,18899,8709
3357,19864,8811
3358,20586,8811
3359,20910,8769
3360,20876,8798
3361,20818,8887
3362,20521,8902
3363,20330,9016
3364,19843,9008
3365,19588,9040
3366,19244,9070
3367,20341,9085
3368,20855,9122
3369,21165,9227
3370,21013,9227
3371,20818,9253
3372,20240,9325
3373,20204,9350
3374,19718,9336
3375,19465,9387
3376,19371,9451
3377,20152,9565
3378,20791,9479
3379,21115,9527
3380,20834,9541
3381,20637,9539
3382,20246,9580
3383,20329,9575
3384,20003,9632
3385,19683,9672
3386,19297,9629
3387,19952,9583
3388,20564,9631
3389,20990,9674
3390,20649,9682
3391,20450,9786
3392,19943,9849
3393,20047,9778
3394,19831,9822
3395,19492,9886
3396,19086,9888
3397,19617,9811
3398,20081,9868
3399,20435,9983
3400,19962,9927
3401,19786,9893
3402,19187,9977
3403,19451,10020
3404,19190,9973
3405,18772,10025
3406,18426,9980
3407,18930,10106
3408,19318,10023
3409,19823,10080
3410,19640,10054
3411,19194,10030
3412,18700,10066
3413,19169,10109
3414,18905,10061
3415,18476,10055
3416,18176,10077
3417,18614,10084
3418,18882,10078
3419,19313,10138
3420,19037,10091
3421,18707,10088
3422,18288,10142
3423,18740,10046
3424,18430,10117
3425,18155,9982
3426,17825,9975
3427,18228,10003
3428,18584,9943
3429,19240,9948
3430,18999,9933
3431,18698,9961
3432,18189,9837
3433,18496,9944
3434,18192,10001
3435,17727,9969
3436,17381,9845
3437,17797,9899
3438,18001,9891
3439,18512,9849
3440,18367,9975
3441,18113,9975
3442,17591,9795
3443,17764,9794
3444,17431,9840
3445,17200,9739
3446,16908,9694
3447,17314,9760
3448,17296,9666
3449,17746,9747
3450,17692,9681
3451,17524,9763
3452,16996,9708
3453,17005,9719
3454,16613,9725
3455,16150,9705
3456,15718,9643
3457,16082,9671
3458,16066,9631
3459,16491,9696
3460,16488,9675
3461,16219,9632
3462,15761,9556
3463,15541,9642
3464,15206,9579
3465,14770,9642
3466,14412,9515
3467,14811,9538
3468,14885,9467
3469,15411,9517
3470,15479,9425
3471,15294,9480
3472,15027,9349
3473,14814,9409
3474,14333,9346
3475,14043,9368
3476,13723,9209
3477,14237,9222
3478,14368,9090
3479,14951,9131
3480,14914,9099
3481,14870,9055
3482,14568,9058
3483,14519,9035
3484,14051,8940
3485,13772,8860
3486,13397,8831
3487,13958,8805
3488,14386,8813
3489,14960,8729
3490,15176,8738
3491,15035,8685
3492,14874,8682
3493,14756,8591
3494,14268,8464
3495,14047,8416
3496,13886,8457
3497,14409,8351
3498,14744,8309
3499,15380,8246
3500,15680,8257
3501,15600,8250
3502,15350,8171
3503,15344,8138
3504,14847,8149
3505,14700,8105
3506,14479,8043
3507,14968,8026
3508,15612,7946
3509,16135,7905
3510,16449,7836
3511,16529,7845
3512,16328,7865
3513,16240,7896
3514,15845,7838
3515,15673,7845
3516,15576,7760
3517,16225,7662
3518,16989,7681
3519,17570,7739
3520,17912,7743
3521,18014,7711
3522,17866,7669
3523,17804,7677
3524,17417,7777
3525,17013,7700
3526,16827,7671
3527,17630,7676
3528,18388,7683
3529,18850,7709
3530,19133,7710
3531,19345,7676
3532,19196,7695
3533,19090,7782
3534,18778,7729
3535,18499,7774
3536,18381,7768
3537,19119,7786
3538,19894,7841
3539,20283,7861
3540,20576,7847
3541,20644,7893
3542,20418,7829
3543,20301,7941
3544,20066,7969
3545,19633,8030
3546,19409,8075
3547,19942,8155
3548,20671,8309
3549,21089,8277
3550,21148,8292
3551,21033,8425
3552,20808,8402
3553,20745,8422
3554,20274,8509
3555,19989,8520
3556,19591,8549
3557,20212,8519
3558,20939,8543
3559,21439,8706
3560,21207,8731
3561,21229,8754
3562,20679,8847
3563,20482,8863
3564,20139,8960
3565,19721,8950
3566,19229,8927
3567,19671,9072
3568,20399,8998
3569,20794,9087
3570,20585,9095
3571,20441,9236
3572,19688,9277
3573,19412,9450
3574,19089,9371
3575,18612,9429
3576,18271,9373
3577,18812,9445
3578,19624,9480
3579,20266,9451
3580,20148,9518
3581,19919,9553
3582,19303,9490
3583,19322,9512
3584,19092,9411
3585,18658,9531
3586,18385,9449
3587,18863,9477
3588,19645,9490
3589,20576,9527
3590,20489,9629
3591,20397,9585
3592,19858,9524
3593,19893,9533
3594,19808,9573
3595,19660,9589
3596,19376,9562
3597,19823,9573
3598,20556,9459
3599,21469,9502
3600,21638,9539
3601,21270,9708
3602,20970,9671
3603,20827,9626
3604,20766,9672
3605,20639,9632
3606,20424,9694
3607,20767,9683
3608,21289,9618
3609,22062,9676
3610,22112,9651
3611,21792,9701
3612,21205,9773
3613,21130,9753
3614,21040,9778
3615,20887,9806
3616,20664,9838
3617,20933,9858
3618,21413,9861
3619,21956,9911
3620,21776,9947
3621,21299,10022
3622,20764,9999
3623,20580,10061
3624,20503,10077
3625,20334,10091
3626,19851,10167
3627,20232,10251
3628,20405,10286
3629,20842,10295
3630,20562,10232
3631,20168,10380
3632,19539,10343
3633,19472,10307
3634,19241,10270
3635,18749,10301
3636,18389,10328
3637,18507,10363
3638,18706,10288
3639,18894,10331
3640,18672,10410
3641,18327,10411
3642,17633,10445
3643,17596,10460
3644,17296,10414
3645,16913,10359
3646,16591,10392
3647,16952,10297
3648,17050,10316
3649,17120,10333
3650,16735,10360
3651,16666,10276
3652,16137,10471
3653,16122,10317
3654,15816,10303
3655,15416,10296
3656,15035,10330
3657,15373,10292
3658,15614,10288
3659,15759,10180
3660,15655,10239
3661,15386,10181
3662,15000,10139
3663,14822,10108
3664,14484,10054
3665,14088,10075
3666,13683,9920
3667,14145,9957
3668,14477,9825
3669,14632,9888
3670,14599,9861
3671,14608,9802
3672,14061,9736
3673,13874,9710
3674,13567,9722
3675,13138,9606
3676,12864,9530
3677,13511,9472
3678,13998,9478
3679,14264,9343
3680,14602,9263
3681,14454,9229
3682,14023,9183
3683,14020,9127
3684,13689,9082
3685,13386,9057
3686,13112,8912
3687,14028,8842
3688,14597,8824
3689,15063,8791
3690,15193,8701
3691,15216,8674
3692,14771,8636
3693,14692,8489
3694,14336,8438
3695,14196,8524
3696,13822,8521
3697,14671,8409
3698,15470,8390
3699,15801,8367
3700,16195,8282
3701,16086,8300
3702,15611,8322
3703,15514,8241
3704,15175,8215
3705,15051,8140
3706,14783,8162
3707,15819,8010
3708,16648,8025
3709,17148,7961
3710,17579,7930
3711,17728,7856
3712,17346,7879
3713,17269,7821
3714,16965,7812
3715,16763,7792
3716,16470,7797
3717,17450,7858
3718,18359,7728
3719,18829,7792
3720,19154,7800
3721,19202,7834
3722,18699,7897
3723,18641,7831
3724,18139,7947
3725,17915,7876
3726,17427,7907
3727,18238,7932
3728,19072,7967
3729,19443,8067
3730,19524,8053
3731,19490,8070
3732,18938,8075
3733,18770,8127
3734,18244,8136
3735,17943,8134
3736,17379,8140
3737,18264,8264
3738,18970,8229
3739,19473,8186
3740,19494,8241
3741,19530,8303
3742,18842,8254
3743,18708,8429
3744,18228,8502
3745,17805,8504
3746,17359,8421
3747,18294,8526
3748,19012,8576
3749,19484,8598
3750,19466,8573
3751,19387,8590
3752,18985,8625
3753,18847,8625
3754,18411,8598
3755,18092,8548
3756,17675,8628
3757,18464,8664
3758,19235,8689
3759,19736,8776
3760,19720,8730
3761,19830,8756
3762,19288,8787
3763,18990,8819
3764,18496,8889
3765,18031,8839
3766,17637,8914
3767,18408,8895
3768,19260,8965
3769,19810,8918
3770,19797,8983
3771,19744,8988
3772,19047,9044
3773,18739,9051
3774,18436,9084
3775,17908,9154
3776,17483,9208
3777,17958,9182
3778,18751,9174
3779,19369,9274
3780,19258,9276
3781,19343,9268
3782,18927,9282
3783,18798,9326
3784,18382,9225
3785,17919,9334
3786,17398,9357
3787,17740,9381
3788,18565,9315
3789,19522,9297
3790,19447,9378
3791,19469,9418
3792,18937,9421
3793,18837,9453
3794,18689,9514
3795,18249,9414
3796,17692,9359
3797,18186,9318
3798,18774,9314
3799,19644,9408
3800,19506,9381
3801,19530,9421
3802,18981,9412
3803,19053,9388
3804,18769,9377
3805,18506,9426
3806,18052,9458
3807,18184,9440
3808,18679,9429
3809,19591,9471
3810,19552,9440
3811,19479,9438
3812,18918,9503
3813,19023,9545
3814,18663,9510
3815,18377,9566
3816,17881,9471
3817,17933,9514
3818,18210,9464
3819,19097,9492
3820,19068,9449
3821,18945,9593
3822,18287,9583
3823,18468,9558
3824,18019,9608
3825,17728,9535
3826,17189,9537
3827,17300,9532
3828,17575,9584
3829,18154,9650
3830,17931,9590
3831,17886,9642
3832,17353,9645
3833,17425,9724
3834,16902,9673
3835,16547,9819
3836,16099,9662
3837,16090,9705
3838,16359,9594
3839,16836,9678
3840,16556,9636
3841,16462,9658
3842,16061,9563
3843,16135,9528
3844,15697,9557
3845,15396,9592
3846,14964,9532
3847,15016,9545
3848,15274,9448
3849,15805,9493
3850,15674,9465
3851,15441,9452
3852,14926,9513
3853,15148,9466
3854,14708,9421
3855,14388,9406
3856,13963,9290
3857,14029,9358
3858,14277,9312
3859,14864,9332
3860,14827,9267
3861,14673,9235
3862,14374,9216
3863,14459,9203
3864,14184,9091
3865,14091,9140
3866,13689,9033
3867,13601,8952
3868,13969,8934
3869,14755,8950
3870,14769,8923
3871,14844,8766
3872,14456,8743
3873,14528,8780
3874,14248,8608
3875,14126,8605
3876,13701,8501
3877,13865,8478
3878,14382,8361
3879,15091,8439
3880,15292,8376
3881,15258,8374
3882,15012,8308
3883,15090,8283
3884,14864,8262
3885,14612,8189
3886,14356,8227
3887,14479,8123
3888,15162,8171
3889,16105,7981
3890,16449,8011
3891,16548,8042
3892,16517,7952
3893,16640,7904
3894,16286,7909
3895,16030,7884
3896,15715,7737
3897,15904,7753
3898,16817,7738
3899,17575,7768
3900,17985,7767
3901,18287,7696
3902,18263,7702
3903,18555,7706
3904,18041,7660
3905,17862,7627
3906,17351,7572
3907,17680,7572
3908,18750,7569
3909,19639,7511
3910,20116,7565
3911,20502,7612
3912,20714,7465
3913,20767,7577
3914,20477,7639
3915,20216,7577
3916,19867,7540
3917,20235,7581
3918,21406,7572
3919,22210,7606
3920,22777,7599
3921,23174,7699
3922,23031,7669
3923,23143,7798
3924,22696,7807
3925,22328,7874
3926,21944,7816
3927,22351,7959
3928,23290,8012
3929,24166,8066
3930,24328,8148
3931,24496,8275
3932,24172,8234
3933,24376,8351
3934,23648,8413
3935,23116,8515
3936,22499,8580
3937,22693,8631
3938,23468,8701
3939,24296,8885
3940,24160,8837
3941,24246,9025
3942,23652,9073
3943,23347,9203
3944,22735,9191
3945,22288,9352
3946,21373,9454
3947,21584,9537
3948,22206,9614
3949,22870,9708
3950,22802,9656
3951,22729,9762
3952,22177,9835
3953,21842,10013
3954,21142,9921
3955,20796,10129
3956,20183,10065
3957,20350,10052
3958,20861,10050
3959,21660,10154
3960,21823,10141
3961,21685,10247
3962,21243,10247
3963,21054,10172
3964,20417,10239
3965,20311,10216
3966,19928,10287
3967,20269,10223
3968,20904,10280
3969,22099,10244
3970,22120,10273
3971,22125,10286
3972,21698,10403
3973,21491,10364
3974,20974,10327
3975,20816,10330
3976,20373,10349
3977,20892,10266
3978,21565,10347
3979,22488,10340
3980,22737,10424
3981,22520,10464
3982,21930,10486
3983,21749,10427
3984,21205,10405
3985,21058,10474
3986,20585,10424
3987,20860,10501
3988,21253,10417
3989,22205,10538
3990,22210,10520
3991,21818,10511
3992,21329,10544
3993,21029,10521
3994,20459,10511
3995,20047,10563
3996,19777,10643
3997,20048,10623
3998,20227,10615
3999,20585,10637
4000,20525,10677
4001,20066,10685
4002,19392,10745
4003,19114,10741
4004,18495,10859
4005,18100,10785
4006,17663,10780
4007,17982,10731
4008,18226,10811
4009,18432,10835
4010,18223,10737
4011,17870,10791
4012,17181,10855
4013,17062,10823
4014,16666,10850
4015,16524,10728
4016,16180,10711
4017,16473,10803
4018,16800,10662
4019,17164,10562
4020,16906,10604
4021,16566,10578
4022,16143,10447
4023,16111,10424
4024,15913,10407
4025,15849,10293
4026,15599,10316
4027,15838,10274
4028,16141,10188
4029,16578,10159
4030,16332,10139
4031,16010,10036
4032,15521,10111
4033,15716,9989
4034,15367,9919
4035,15291,9904
4036,15031,9831
4037,15190,9713
4038,15479,9769
4039,16023,9656
4040,15787,9759
4041,15449,9698
4042,15101,9524
4043,15170,9581
4044,14895,9573
4045,14915,9432
4046,14607,9347
4047,14665,9402
4048,14966,9316
4049,15423,9319
4050,15293,9313
4051,15015,9271
4052,14527,9248
4053,14465,9301
4054,14291,9199
4055,14134,9205
4056,13757,9098
4057,13831,9023
4058,14074,8937
4059,14683,8888
4060,14467,8838
4061,14488,8779
4062,14069,8808
4063,14149,8786
4064,13707,8663
4065,13593,8615
4066,13378,8541
4067,13398,8567
4068,13610,8501
4069,14082,8529
4070,13977,8475
4071,13996,8388
4072,13891,8365
4073,13938,8266
4074,13543,8242
4075,13473,8188
4076,13209,8189
4077,13327,8163
4078,13430,8047
4079,14090,8007
4080,14023,7951
4081,14278,7889
4082,14100,7904
4083,14269,7878
4084,14058,7870
4085,13929,7796
4086,13676,7774
4087,13990,7716
4088,14180,7676
4089,15019,7578
4090,15084,7555
4091,15572,7588
4092,15352,7585
4093,15456,7473
4094,15302,7456
4095,15257,7452
4096,14800,7444
4097,15044,7465
4098,15304,7366
4099,16232,7401
4100,16323,7421
4101,16642,7373
4102,16566,7421
4103,16792,7365
4104,16623,7342
4105,16406,7320
4106,16185,7180
4107,16423,7196
4108,16836,7177
4109,17808,7216
4110,17900,7265
4111,18383,7151
4112,18410,7199
4113,18561,7177
4114,18458,7208
4115,18332,7262
4116,18016,7288
4117,18495,7267
4118,18974,7203
4119,19898,7248
4120,20029,7209
4121,20572,7287
4122,20512,7308
4123,20708,7374
4124,20404,7313
4125,20363,7335
4126,19886,7395
4127,20351,7422
4128,20859,7433
4129,21840,7471
4130,21885,7559
4131,22290,7551
4132,22238,7608
4133,22505,7632
4134,22214,7700
4135,22088,7801
4136,21650,7799
4137,22051,7834
4138,22486,7799
4139,23343,7897
4140,23378,7924
4141,23691,8047
4142,23243,8080
4143,23374,8084
4144,23161,8193
4145,22929,8355
4146,22489,8319
4147,22913,8417
4148,23381,8484
4149,24112,8531
4150,23984,8623
4151,24126,8705
4152,23892,8750
4153,23530,8827
4154,23162,8849
4155,22905,8909
4156,22462,9021
4157,22734,9113
4158,23265,9139
4159,24008,9289
4160,23731,9316
4161,23746,9326
4162,23330,9452
4163,22776,9594
4164,22387,9639
4165,22195,9767
4166,21580,9742
4167,21679,9904
4168,22030,9942
4169,22765,10047
4170,22490,10060
4171,22382,10249
4172,21757,10318
4173,21301,10381
4174,20828,10333
4175,20598,10388
4176,20097,10445
4177,20272,10540
4178,20780,10506
4179,21330,10617
4180,20936,10646
4181,20820,10670
4182,20338,10636
4183,19793,10717
4184,19374,10726
4185,19110,10891
4186,18598,10838
4187,18846,10870
4188,19317,10897
4189,19789,10950
4190,19368,10968
4191,19131,11027
4192,18633,10991
4193,18300,10982
4194,17801,11013
4195,17739,10881
4196,17357,10864
4197,17445,10914
4198,18012,10940
4199,18352,10886
4200,17985,10925
4201,17711,10883
4202,17297,10808
4203,17026,10817
4204,16732,10789
4205,16460,10895
4206,16138,10834
4207,16308,10771
4208,16854,10626
4209,17201,10736
4210,16864,10640
4211,16534,10680
4212,16216,10639
4213,15972,10596
4214,15904,10600
4215,15751,10490
4216,15466,10516
4217,15715,10455
4218,16068,10440
4219,16405,10374
4220,16095,10385
4221,15951,10321
4222,15666,10309
4223,15469,10286
4224,15281,10211
4225,15300,10201
4226,15046,10098
4227,15287,10105
4228,15589,9997
4229,15980,9966
4230,15706,9820
4231,15663,9782
4232,15464,9679
4233,15376,9746
4234,15147,9626
4235,14901,9627
4236,14658,9522
4237,14850,9538
4238,15089,9427
4239,15440,9345
4240,15260,9392
4241,15318,9306
4242,14985,9291
4243,14922,9239
4244,14779,9165
4245,14732,9145
4246,14481,9078
4247,14575,9096
4248,14892,9040
4249,15314,8996
4250,15137,8875
4251,15059,8808
4252,14963,8820
4253,14956,8809
4254,14638,8773
4255,14577,8754
4256,14419,8680
4257,14630,8669
4258,14740,8653
4259,15246,8633
4260,15140,8486
4261,15224,8431
4262,15101,8457
4263,15309,8386
4264,15004,8396
4265,15001,8368
4266,14914,8296
4267,14994,8275
4268,15318,8188
4269,15784,8235
4270,15758,8125
4271,15976,8193
4272,15810,8133
4273,16069,8150
4274,15862,8039
4275,15686,8155
4276,15313,8051
4277,15482,8062
4278,15817,8005
4279,16378,8068
4280,16275,8057
4281,16505,8014
4282,16438,7923
4283,16628,7980
4284,16364,8022
4285,16379,7980
4286,16042,7909
4287,16044,7972
4288,16364,7968
4289,16982,7925
4290,17082,7973
4291,17364,7992
4292,17399,7953
4293,17682,8003
4294,17221,8011
4295,17334,7983
4296,16897,7979
4297,16967,7885
4298,17308,7935
4299,17917,7888
4300,18078,7892
4301,18484,7952
4302,18481,7887
4303,18831,7884
4304,18604,7988
4305,18277,7959
4306,18029,7963
4307,18060,7968
4308,18342,8086
4309,19036,8009
4310,19208,8029
4311,19725,8040
4312,19757,8041
4313,19978,8123
4314,19752,8183
4315,19641,8165
4316,19142,8193
4317,19109,8223
4318,19567,8197
4319,19896,8316
4320,20016,8277
4321,20354,8401
4322,20379,8408
4323,20531,8399
4324,20207,8398
4325,20171,8445
4326,19911,8593
4327,19814,8545
4328,20014,8588
4329,20438,8629
4330,20286,8614
4331,20563,8722
4332,20433,8717
4333,20611,8795
4334,20212,8900
4335,19926,8946
4336,19633,9053
4337,19605,8999
4338,19787,9012
4339,20212,9171
4340,19904,9225
4341,20064,9237
4342,19979,9247
4343,20043,9309
4344,19585,9280
4345,19330,9409
4346,19268,9286
4347,19437,9407
4348,19671,9410
4349,19899,9423
4350,19581,9408
4351,19483,9469
4352,19375,9474
4353,19384,9518
4354,19165,9527
4355,19017,9586
4356,18701,9607
4357,19017,9637
4358,19472,9680
4359,19547,9738
4360,18967,9670
4361,18988,9694
4362,18859,9729
4363,18743,9774
4364,18332,9838
4365,18235,9789
4366,18073,9741
4367,18360,9754
4368,18713,9727
4369,18858,9870
4370,18329,9897
4371,18160,9920
4372,17885,9873
4373,17671,9881
4374,17262,9944
4375,17293,9908
4376,17056,9906
4377,17336,9918
4378,17882,9869
4379,17870,9888
4380,17580,9893
4381,17457,9817
4382,17174,9939
4383,17017,9784
4384,16693,9820
4385,16773,9794
4386,16738,9818
4387,16986,9727
4388,17652,9763
4389,17807,9753
4390,17480,9744
4391,17450,9592
4392,17201,9533
4393,17179,9600
4394,16964,9545
4395,17037,9499
4396,16992,9410
4397,17422,9375
4398,18120,9294
4399,18351,9353
4400,18069,9301
4401,18233,9332
4402,17971,9212
4403,17970,9217
4404,17746,9207
4405,17861,9175
4406,17990,9256
4407,18402,9236
4408,19234,9261
4409,19409,9196
4410,19368,9213
4411,19240,9176
4412,19032,9161
4413,18973,9140
4414,18817,9062
4415,18781,9077
4416,18886,9082
4417,19264,9146
4418,19754,9012
4419,20096,9141
4420,19914,9091
4421,19887,9151
4422,19550,9157
4423,19405,9111
4424,19152,9128
4425,19157,9177
4426,18917,9141
4427,19300,9141
4428,19755,9201
4429,19890,9232
4430,19669,9174
4431,19761,9212
4432,19267,9229
4433,19161,9301
4434,18755,9341
4435,18488,9314
4436,18360,9293
4437,18623,9425
4438,18820,9452
4439,18914,9371
4440,18680,9450
4441,18810,9429
4442,18330,9401
4443,18268,9415
4444,18006,9358
4445,17775,9367
4446,17720,9404
4447,17881,9545
4448,18197,9504
4449,18438,9487
4450,18283,9396
4451,18443,9350
4452,18070,9379
4453,18044,9382
4454,17834,9377
4455,17587,9355
4456,17509,9381
4457,17640,9443
4458,17787,9396
4459,18093,9419
4460,17908,9456
4461,18050,9419
4462,17848,9409
4463,17889,9436
4464,17741,9434
4465,17542,9364
4466,17440,9402
4467,17455,9341
4468,17708,9348
4469,17963,9341
4470,17895,9289
4471,17980,9276
4472,17639,9278
4473,17671,9250
4474,17589,9320
4475,17331,9306
4476,17100,9208
4477,17105,9181
4478,17172,9271
4479,17540,9236
4480,17359,9155
4481,17285,9224
4482,17005,9183
4483,16787,9277
4484,16798,9241
4485,16606,9264
4486,16279,9267
4487,16242,9262
4488,16388,9181
4489,16773,9264
4490,16600,9249
4491,16424,9209
4492,15944,9168
4493,15969,9254
4494,15889,9166
4495,15786,9160
4496,15297,9139
4497,15232,9164
4498,15526,9125
4499,16122,9171
4500,15848,9114
4501,15603,9201
4502,15351,9128
4503,15165,9115
4504,15272,9008
4505,15130,9100
4506,14982,9027
4507,15007,8968
4508,15451,8976
4509,16104,8957
4510,16048,8868
4511,15964,8899
4512,15744,8736
4513,15722,8739
4514,15738,8740
4515,15690,8617
4516,15644,8603
4517,15800,8534
4518,16503,8477
4519,17351,8477
4520,17368,8465
4521,17451,8333
4522,17437,8399
4523,17423,8254
4524,17555,8296
4525,17560,8230
4526,17547,8212
4527,17656,8156
4528,18279,8088
4529,19350,8126
4530,19268,8033
4531,19383,8123
4532,19192,8123
4533,19259,8100
4534,19403,8008
4535,19227,8111
4536,19387,8051
4537,19422,8113
4538,20021,8096
4539,20824,8077
4540,20836,8059
4541,20912,8111
4542,20800,8102
4543,20612,8230
4544,20570,8265
4545,20405,8204
4546,20592,8248
4547,20607,8318
4548,21064,8291
4549,21737,8451
4550,21719,8404
4551,21779,8448
4552,21607,8453
4553,21329,8470
4554,21167,8516
4555,20778,8600
4556,21037,8599
4557,21094,8604
4558,21385,8621
4559,22069,8645
4560,21920,8785
4561,22066,8865
4562,21909,8900
4563,21643,8809
4564,21336,8985
4565,21094,9015
4566,21120,9038
4567,21083,9090
4568,21372,9142
4569,21796,9145
4570,21530,9187
4571,21545,9265
4572,21361,9327
4573,21046,9285
4574,20767,9432
4575,20450,9468
4576,20324,9562
4577,20263,9547
4578,20558,9648
4579,20866,9718
4580,20738,9648
4581,20693,9748
4582,20317,9824
4583,20032,9804
4584,19769,9824
4585,19471,9892
4586,19224,9853
4587,19172,9960
4588,19493,9930
4589,19937,10033
4590,19699,10149
4591,19608,10073
4592,19177,10102
4593,18876,10071
4594,18519,10118
4595,18339,10180
4596,18186,10133
4597,18348,10122
4598,18518,10050
4599,18961,10149
4600,18784,10164
4601,18692,10202
4602,18318,10081
4603,17885,10185
4604,17706,10128
4605,17401,10181
4606,17344,10138
4607,17657,10094
4608,18018,10141
4609,18576,10026
4610,18519,10095
4611,18404,10079
4612,17956,9991
4613,17611,9989
4614,17312,10003
4615,16987,10044
4616,16858,9929
4617,16918,9914
4618,17422,9871
4619,17846,9849
4620,17648,9814
4621,17569,9860
4622,17236,9839
4623,16791,9879
4624,16632,9873
4625,16208,9877
4626,16230,9879
4627,16150,9736
4628,16690,9752
4629,17167,9765
4630,17078,9616
4631,16903,9655
4632,16497,9663
4633,16150,9623
4634,15856,9690
4635,15780,9602
4636,15739,9539
4637,15750,9530
4638,16423,9499
4639,16712,9436
4640,16686,9424
4641,16658,9416
4642,16205,9389
4643,15881,9361
4644,15760,9281
4645,15539,9255
4646,15519,9190
4647,15542,9201
4648,16005,9215
4649,16296,9146
4650,16346,9081
4651,16257,9158
4652,15934,9028
4653,15722,9008
4654,15529,8933
4655,15264,8953
4656,15221,8943
4657,15180,8870
4658,15618,8903
4659,15949,8853
4660,15652,8851
4661,15780,8779
4662,15378,8727
4663,15283,8786
4664,14948,8683
4665,14758,8570
4666,14847,8653
4667,14852,8580
4668,15352,8522
4669,15672,8614
4670,15723,8554
4671,15889,8466
4672,15585,8505
4673,15566,8406
4674,15472,8445
4675,15152,8334
4676,15134,8404
4677,15158,8250
4678,15784,8394
4679,16125,8211
4680,16211,8192
4681,16421,8210
4682,16044,8141
4683,15946,8101
4684,15678,8028
4685,15360,8061
4686,15282,8087
4687,15281,8123
4688,15633,8057
4689,16050,8070
4690,16234,8048
4691,16405,8062
4692,15948,8048
4693,15872,7999
4694,15598,8064
4695,15250,7955
4696,14928,8044
4697,15016,7976
4698,15545,7975
4699,16082,7914
4700,16091,8033
4701,16409,7948
4702,16049,7971
4703,15839,7938
4704,15681,7990
4705,15431,7980
4706,15237,7938
4707,15214,7946
4708,15729,7971
4709,16154,7996
4710,16189,7933
4711,16745,7951
4712,16381,7949
4713,16309,7967
4714,16275,7893
4715,15971,7896
4716,15959,7889
4717,15992,7799
4718,16540,7806
4719,17102,7853
4720,17242,7807
4721,17591,7846
4722,17329,7820
4723,17125,7876
4724,17254,7840
4725,16958,7825
4726,16757,7745
4727,16912,7753
4728,17412,7747
4729,18044,7854
4730,18008,7765
4731,18259,7812
4732,18013,7876
4733,17799,7812
4734,17838,7898
4735,17489,7921
4736,17243,7936
4737,17328,7993
4738,17600,8076
4739,18152,8026
4740,18010,8075
4741,18308,8082
4742,18102,8119
4743,17765,8183
4744,17728,8193
4745,17375,8302
4746,16994,8155
4747,17166,8227
4748,17485,8211
4749,18100,8247
4750,18038,8328
4751,18334,8306
4752,18021,8329
4753,17897,8326
4754,18022,8222
4755,17728,8269
4756,17473,8284
4757,17437,8320
4758,18037,8322
4759,18716,8301
4760,18760,8299
4761,19049,8323
4762,18694,8253
4763,18530,8370
4764,18677,8436
4765,18545,8438
4766,17983,8458
4767,18141,8372
4768,18629,8435
4769,19237,8485
4770,19187,8485
4771,19285,8623
4772,18943,8577
4773,18806,8659
4774,19057,8682
